id,recipe_name,Category,url,prep_time,cuisine_path,cook_time,total_time,servings,yield,ingredients,directions,rating,nutrition,timing,img_src
153,Coconut Shrimp,"meat,",https://www.allrecipes.com/recipe/17753/coconut-shrimp-i/,15 mins,/Appetizers and Snacks/Seafood/Shrimp/,10 mins,55 mins,6,24 coconut shrimp,"¾ cup all-purpose flour, divided, ⅔ cup beer, 1 large egg, 1 ½ teaspoons baking powder, 2 cups flaked coconut, 24  medium raw shrimp, shelled, deveined, with tails attached, 3 cups oil for frying","Line a baking sheet with wax paper; set aside.
Whisk together 1/2 cup flour, beer, egg, and baking powder in a medium bowl until smooth. Place coconut and remaining 1/4 cup flour in 2 separate bowls.
One at a time, hold shrimp by the tail and dredge in flour, shaking off excess. Dip in beer batter; allow excess to drip off. Roll in coconut, then place on the prepared baking sheet. Refrigerate for 30 minutes.
Heat oil in a deep fryer or large skillet to 350 degrees F (175 degrees C).
Working in batches, fry shrimp in hot oil, turning once, until golden brown, 2 to 3 minutes. Use tongs to remove shrimp to paper towels to drain.











jenniwun
",4.8,"Total Fat 118g 151%, Saturated Fat 21g 105%, Cholesterol 31mg 10%, Sodium 205mg 9%, Total Carbohydrate 26g 9%, Dietary Fiber 3g 10%, Protein 4g, Calcium 78mg 6%, Iron 1mg 8%, Potassium 125mg 3%","Prep Time: 15 mins, Cook Time: 10 mins, Additional Time: 30 mins, Total Time: 55 mins, Servings: 6, Yield: 24 coconut shrimp",https://www.allrecipes.com/thmb/qkk1jBOd80syrt-Di5eSAZf0F5c=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/3494547-coconut-shrimp-i-jenniwun-1x1-1-10dc2599b63547f0a6072adf1e09475a.jpg
154,Chia Coconut Pudding with Coconut Milk,vegetarian,https://www.allrecipes.com/recipe/237469/chia-coconut-pudding-with-coconut-milk/,10 mins,/Everyday Cooking/Vegan/Desserts/,,30 mins,6,,"2 cups sweetened coconut milk, 6 tablespoons unsweetened coconut milk, 1 tablespoon agave nectar, or more to taste, ½ teaspoon vanilla extract, ¼ teaspoon ground cinnamon, 1 pinch salt, ½ cup chia seeds, ½ cup diced fresh strawberries (Optional)","Whisk together sweetened and unsweetened coconut milks, agave nectar, vanilla extract, cinnamon, and salt in a bowl; stir in chia seeds. Allow mixture to soak until thickened, at least 20 minutes, or cover the bowl with plastic wrap and refrigerate overnight.
Stir pudding and top with strawberries.",4.8,"Total Fat 22g 29%, Saturated Fat 17g 87%, Sodium 40mg 2%, Total Carbohydrate 11g 4%, Dietary Fiber 5g 19%, Total Sugars 3g, Protein 4g, Vitamin C 11mg 53%, Calcium 83mg 6%, Iron 4mg 22%, Potassium 237mg 5%","Prep Time: 10 mins, Additional Time: 20 mins, Total Time: 30 mins, Servings: 6",https://www.allrecipes.com/thmb/czPezcrvRaJlIWQplBp8xyhtLbc=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5352615-chia-coconut-pudding-with-coconut-milk-Buckwheat-Queen-4x3-1-21f63206865841b480e600aa29262c3f.jpg
155,Five Flavor Pound Cake,vegetarian,https://www.allrecipes.com/recipe/8072/five-flavor-pound-cake-i/,25 mins,/Desserts/Cakes/Pound Cake Recipes/,1 hrs 35 mins,2 hrs 10 mins,14,1 10-inch tube pan,"3 cups all-purpose flour, ½ teaspoon baking powder, 1 cup milk, 1 teaspoon coconut extract, 1 teaspoon rum flavored extract, 1 teaspoon butter flavored extract, 1 teaspoon lemon extract, 1 teaspoon vanilla extract, 3 cups white sugar, 1 cup butter, softened, ½ cup shortening, 5 large eggs, beaten","Preheat the oven to 325 degrees F (165 degrees C). Grease a 10-inch tube pan.
Combine flour and baking powder in a medium bowl; set aside. Combine milk and extracts in a liquid measure; set aside.
Cream sugar, butter, and shortening in a large bowl with an electric mixer until light and fluffy. Add eggs one at a time, beating well after each addition. Beat in flour mixture alternately with milk mixture in batches, beginning and ending with flour mixture. Spoon mixture into the prepared pan.
Bake in the preheated oven until a toothpick inserted into the center comes out clean, 1 1/2 to 1 3/4 hours. Cool in the pan on a wire rack for 10 minutes.
While cake is cooling, make glaze: Combine sugar, water, and extracts in a saucepan. Bring to a boil, stirring until sugar is dissolved.
Turn cake out onto the wire rack. Place waxed paper under the rack to catch glaze drippings. Slowly spoon glaze over the top of hot cake. Cool completely.",4.8,"Total Fat 23g 29%, Saturated Fat 11g 55%, Cholesterol 103mg 34%, Sodium 144mg 6%, Total Carbohydrate 72g 26%, Dietary Fiber 1g 3%, Total Sugars 51g, Protein 6g, Calcium 48mg 4%, Iron 2mg 9%, Potassium 86mg 2%","Prep Time: 25 mins, Cook Time: 1 hrs 35 mins, Additional Time: 10 mins, Total Time: 2 hrs 10 mins, Servings: 14, Yield: 1 10-inch tube pan",https://www.allrecipes.com/thmb/CPL-UM4ircL5szxcYmPQT0SHyK0=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/659109-2ea48f7a0d364bfeaef57a6198deb119.jpg
156,Coquito,vegetarian,Coquito Recipe,5 mins,/Drinks Recipes/Eggnog Recipes/,10 mins,8 hrs 15 mins,10,,"1 (12 fluid ounce) can evaporated milk, 2 large egg yolks, beaten, 1 (14 ounce) can cream of coconut, 1 (14 ounce) can sweetened condensed milk, ½ cup white rum, ½ cup water, 1 teaspoon vanilla extract, ½ teaspoon ground cinnamon, ¼ teaspoon ground cloves","Combine evaporated milk and egg yolks in the top of a double boiler over simmering water. Cook over the simmering water, stirring constantly, until mixture is thick enough to coat the back of a spoon, and reaches a temperature of 160 degrees F (71 degrees C).
Transfer mixture to a blender. Add cream of coconut, sweetened condensed milk, rum, water, vanilla, cinnamon, and cloves; blend until combined, about 30 seconds.
Pour into glass bottles and chill 8 hours to overnight before serving.











Oana Ennis/Allrecipes
",4.8,"Total Fat 14g 17%, Saturated Fat 10g 52%, Cholesterol 65mg 22%, Sodium 106mg 5%, Total Carbohydrate 46g 17%, Dietary Fiber 0g 1%, Protein 7g, Potassium 305mg 6%","Prep Time: 5 mins, Cook Time: 10 mins, Additional Time: 8 hrs, Total Time: 8 hrs 15 mins, Servings: 10",https://www.allrecipes.com/thmb/J5Xqu5mA4P2Q68aThs74VJlQ30A=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/44187-coquito-vat-4X3-1-8bf148c0ff1a4a5b88660a66c28aa05d.jpg
157,Maja Blanca,vegetarian,https://www.allrecipes.com/recipe/221333/maja-blanca/,15 mins,/Cuisine/Asian/Filipino/,1 hrs 10 mins,2 hrs 55 mins,12,12 slices,"2 cups thin coconut milk, 3 tablespoons white sugar","Make the latik: Bring coconut milk to a boil in a saucepan over medium heat. Cook, stirring constantly, until oil begins to separate from the milk, about 30 minutes. Skim and reserve oil in a bowl.
Reduce the heat to medium-low and add sugar; continue to cook and stir until milk becomes brown and crumbly, about 30 minutes. Remove from the heat and set aside to cool.
Grease an 8-inch mold or pie pan with reserved coconut oil.
Make the pudding: Heat coconut milk, cream-style corn, cornstarch, sugar, and corn kernels in a saucepan over medium heat, stirring constantly, until thickened, about 5 minutes. Pour corn mixture into the prepared mold. Cool for 30 minutes, then refrigerate until chilled, at least 1 hour.
Invert pudding carefully onto a serving plate and cut into 12 slices. Sprinkle latik over each slice.",5,"Total Fat 16g 21%, Saturated Fat 14g 72%, Sodium 56mg 2%, Total Carbohydrate 22g 8%, Dietary Fiber 1g 4%, Total Sugars 12g, Protein 2g, Vitamin C 2mg 9%, Calcium 14mg 1%, Iron 3mg 14%, Potassium 194mg 4%","Prep Time: 15 mins, Cook Time: 1 hrs 10 mins, Additional Time: 1 hrs 30 mins, Total Time: 2 hrs 55 mins, Servings: 12, Yield: 12 slices",https://www.allrecipes.com/thmb/BeveLHwlgds1cVM7-2YJXXqrUsE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2790899-75b706ccb690440a817d00743d2a560e.jpg
158,Cream Cheese Fruit Salad,vegetarian,https://www.allrecipes.com/recipe/137346/cream-cheese-fruit-salad/,15 mins,/Salad/Fruit Salad Recipes/Apple Salad Recipes/,,1 hrs 15 mins,8,8 servings,"1 (8 ounce) package cream cheese, ¼ cup white sugar, or to taste, 1 (12 ounce) container frozen whipped topping, thawed, 3  bananas, peeled and sliced, 1 (15.25 ounce) can crushed pineapple, drained, 1 (15.25 ounce) can fruit cocktail, drained, 1 large Jonagold apple, peeled and chopped, ½ cup sweetened flaked coconut, 1 (4 ounce) jar maraschino cherries, drained and halved (Optional), ½ cup chopped pecans (Optional), ½ cup golden raisins (Optional)","Beat the cream cheese and sugar together in a large bowl. On high speed, beat in the whipped topping. Fold in the bananas, pineapple, fruit cocktail, apple, and coconut. If desired, mix in the maraschino cherries, pecans, and raisins. Pour the salad into a serving bowl, and chill 1 hour before serving.",4.8,"Total Fat 27g 35%, Saturated Fat 17g 86%, Cholesterol 31mg 10%, Sodium 111mg 5%, Total Carbohydrate 61g 22%, Dietary Fiber 5g 16%, Total Sugars 46g, Protein 5g, Vitamin C 12mg 61%, Calcium 54mg 4%, Iron 1mg 7%, Potassium 486mg 10%","Prep Time: 15 mins, Additional Time: 1 hrs, Total Time: 1 hrs 15 mins, Servings: 8, Yield: 8 servings",https://www.allrecipes.com/thmb/Jxf9fOspeG37h-0Zn3YMPzwv25A=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4463976-760a09d107f04bd3865cfa3554416523.jpg
159,Coconut Oil Popcorn,"vegetarian,",https://www.allrecipes.com/recipe/241449/coconut-oil-popcorn/,5 mins,/Appetizers and Snacks/Snacks/Popcorn Recipes/,5 mins,10 mins,2,2 large servings,"2 tablespoons coconut oil, ¼ cup unpopped popcorn,   sea salt to taste","Place popcorn and oil in a 3-quart pot over medium heat and cover the pot with a lid. Shake the pot constantly as popcorn pops. When popping slows to a few seconds in-between pops, after about 3 to 5 minutes, remove pot from heat and pour popcorn into a large bowl. Season with sea salt.",4.9,"Total Fat 15g 19%, Saturated Fat 13g 63%, Sodium 161mg 7%, Total Carbohydrate 19g 7%, Dietary Fiber 4g 13%, Total Sugars 0g, Protein 3g, Calcium 3mg 0%, Iron 3mg 14%, Potassium 74mg 2%","Prep Time: 5 mins, Cook Time: 5 mins, Total Time: 10 mins, Servings: 2, Yield: 2 large servings",https://www.allrecipes.com/thmb/SJSbFVjT_x3KEA29mmX_VHd5_uQ=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/3598265-58680f01b1c541af8721b76c7b40b1cf.jpg
160,Coconut Pecan Frosting II,"vegetarian,",https://www.allrecipes.com/recipe/26014/coconut-pecan-frosting-ii/,,/Desserts/Frostings and Icings/,15 mins,15 mins,12,2 1/2 cups,"1 cup evaporated milk, 1 cup white sugar, 3  egg yolks, ½ cup butter, 1 teaspoon vanilla extract, 1 ½ cups flaked coconut, 1 cup chopped pecans","In a saucepan over medium heat, combine milk, sugar, egg yolks, butter and vanilla. Cook, stirring frequently, until thickened. Remove from heat and stir in coconut and pecans.",4.9,"Total Fat 20g 25%, Saturated Fat 9g 46%, Cholesterol 78mg 26%, Sodium 105mg 5%, Total Carbohydrate 25g 9%, Dietary Fiber 2g 6%, Total Sugars 23g, Protein 3g, Vitamin C 1mg 3%, Calcium 70mg 5%, Iron 1mg 3%, Potassium 142mg 3%","Cook Time: 15 mins, Total Time: 15 mins, Servings: 12, Yield: 2 1/2 cups",https://www.allrecipes.com/thmb/u8Iaonw3w1kjf_ZD6-a1wO2qIJQ=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4502860-402b963e50a741c59b31bd245e873bc3.jpg
161,Bionicos (Mexican Fruit Bowls),vegan,https://www.allrecipes.com/recipe/266532/bionicos-mexican-fruit-bowls/,30 mins,/Salad/Fruit Salad Recipes/Apple Salad Recipes/,,30 mins,4,4 fruit bowls,"⅓ cup plain yogurt, ⅓ cup sweetened condensed milk, ⅓ cup Mexican crema, 1 teaspoon vanilla extract","Mix yogurt, sweetened condensed milk, and crema in a bowl. Add vanilla extract and stir until well incorporated.
Divide cantaloupe, papaya, apple, and banana among 4 individual bowls, arranging them in separate sections. Place strawberries in the center of each bowl. Top each bowl with 1/8 cup each granola, raisins, and coconut.
Drizzle 1/4 cup of the crema mixture over each fruit bowl.",4.8,"Total Fat 17g 22%, Saturated Fat 10g 48%, Cholesterol 37mg 12%, Sodium 94mg 4%, Total Carbohydrate 66g 24%, Dietary Fiber 6g 23%, Total Sugars 48g, Protein 8g, Vitamin C 65mg 324%, Calcium 154mg 12%, Iron 2mg 9%, Potassium 816mg 17%","Prep Time: 30 mins, Total Time: 30 mins, Servings: 4, Yield: 4 fruit bowls",https://www.allrecipes.com/thmb/xpWRKJ_gctaTRdWLpww7Y4TlpFk=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5548704-bionicos-mexican-fruit-bowls-Yoly-4x3-1-4cbeb8c7d83543d7852d954f0ffa1615.jpg
162,Queen Elizabeth Cake I,vegetarian,https://www.allrecipes.com/recipe/7666/queen-elizabeth-cake-i/,30 mins,/Cuisine/European/UK and Ireland/English/,40 mins,1 hrs 30 mins,12,9 to 13 x inch cake,"1 cup boiling water, 1 cup dates, pitted and chopped, ¼ cup butter, softened, 1 cup white sugar, 1  egg, 1 teaspoon vanilla extract, 1 ½ cups all-purpose flour, 1 teaspoon baking soda, 1 teaspoon baking powder, ½ teaspoon salt, ½ cup chopped walnuts, 1 cup flaked coconut, ⅔ cup packed brown sugar, 6 tablespoons butter, ¼ cup cream","Pour boiling water over dates in a small bowl, and let stand until cool.
Measure flour, baking powder, soda, salt, and nuts into a small bowl. Stir to mix.
Cream 1/4 cup butter or margarine and white sugar together in a mixing bowl; beat in egg and vanilla. Add flour mixture to creamed mixture in three parts alternately with date mixture in two parts, beginning and ending with dry mixture. Spread batter into a greased 9 x 13 inch pan.
Bake at 350 degrees F (175 degrees C) for 30 to 40 minutes, or until an inserted wooden pick comes out clean.
To Make Topping: Mix coconut, brown sugar, 6 tablespoons butter and cream in a small saucepan over medium heat. Boil for three minutes. Spread over warm cake, and brown under broiler.",4.9,"Total Fat 17g 22%, Saturated Fat 9g 47%, Cholesterol 48mg 16%, Sodium 340mg 15%, Total Carbohydrate 54g 20%, Dietary Fiber 2g 8%, Total Sugars 39g, Protein 4g, Vitamin C 0mg 1%, Calcium 54mg 4%, Iron 1mg 7%, Potassium 170mg 4%","Prep Time: 30 mins, Cook Time: 40 mins, Additional Time: 20 mins, Total Time: 1 hrs 30 mins, Servings: 12, Yield: 9 to 13 x inch cake",https://www.allrecipes.com/thmb/PYNFbpv-YPBnTlzVRhN98efWF9E=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6748738-9188cfefea6f4bc7811b1ea6c77aae7f.jpg
163,Coconut Coconut Milk Cake,"vegetarian,",https://www.allrecipes.com/recipe/237023/coconut-coconut-milk-cake/,15 mins,/Desserts/Cakes/Coconut Cake Recipes/,45 mins,1 hrs,24,24 servings,"2 cups white sugar, 1 cup butter, softened, 4  eggs, separated, 1 cup unsweetened shredded coconut, 2 cups all-purpose flour, 2 tablespoons baking powder, 1 teaspoon salt, 1 (14 ounce) can coconut milk","Preheat oven to 350 degrees F (175 degrees C). Grease a 9x13-inch cake pan.
Beat sugar, butter, and egg yolks together in a bowl using an electric mixer until smooth and creamy; add shredded coconut.
Whisk flour, baking powder, and salt together in a bowl. Stir creamed butter mixture, alternating with coconut milk, into flour mixture until batter is just mixed.
Beat egg whites in a glass or metal bowl until until soft peaks form. Lift your beater or whisk straight up: the egg whites will form soft mounds rather than a sharp peak. Fold egg whites into batter. Pour batter into the prepared cake pan.
Bake in the preheated oven until a toothpick inserted in the center of the cake comes out clean, about 45 minutes.",4.8,"Total Fat 15g 19%, Saturated Fat 10g 52%, Cholesterol 51mg 17%, Sodium 289mg 13%, Total Carbohydrate 26g 10%, Dietary Fiber 1g 4%, Total Sugars 17g, Protein 3g, Vitamin C 0mg 1%, Calcium 80mg 6%, Iron 1mg 8%, Potassium 82mg 2%","Prep Time: 15 mins, Cook Time: 45 mins, Total Time: 1 hrs, Servings: 24, Yield: 24 servings",https://www.allrecipes.com/thmb/vx7M0shn1DOfVQqStA4mkLHP2So=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/9444924-8d6ac699eb4c4dad8df862f190a222ca.jpg
164,Limber de Coco (Coconut Ice),vegan,https://www.allrecipes.com/recipe/274460/limber-de-coco-coconut-ice/,5 mins,/Cuisine/Latin American/Caribbean/,,8 hrs 5 mins,4,4 servings,"½ (14 ounce) can coconut milk, ½ (12 fluid ounce) can evaporated milk, ¼ cup white sugar, 1 teaspoon vanilla extract, ½ teaspoon ground cinnamon","Mix coconut milk, evaporated milk, sugar, vanilla extract, and cinnamon together in a bowl or blender until sugar dissolves and mixture is thoroughly combined.
Pour mixture into ice trays or popsicle molds. Freeze 8 hours to overnight.",5,"Total Fat 14g 18%, Saturated Fat 11g 57%, Cholesterol 14mg 5%, Sodium 57mg 2%, Total Carbohydrate 19g 7%, Dietary Fiber 1g 3%, Total Sugars 17g, Protein 4g, Vitamin C 1mg 7%, Calcium 135mg 10%, Iron 2mg 9%, Potassium 254mg 5%","Prep Time: 5 mins, Additional Time: 8 hrs, Total Time: 8 hrs 5 mins, Servings: 4, Yield: 4 servings",https://www.allrecipes.com/thmb/FYtk4C3QHvJB9dVdq1YxR8ydxnw=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8163818-ee7acd0b627a43b68a16286372c116e3.jpg
165,Coconut-Cream Cheese Frosting,"vegetarian,",https://www.allrecipes.com/recipe/142715/coconut-cream-cheese-frosting/,15 mins,/Desserts/Frostings and Icings/Cream Cheese/,,15 mins,20,5 1/2 cups,"1 (8 ounce) package cream cheese, softened, ½ cup unsalted butter, softened, 4 cups confectioners' sugar, 2 tablespoons heavy cream, ½ teaspoon salt, ½ teaspoon coconut flavoring, 1 teaspoon vanilla extract, ½ cup sweetened shredded coconut, 1 cup sweetened shredded coconut, toasted","Beat the cream cheese and butter in a mixer bowl until light and fluffy. Gradually add the confectioners' sugar, one cup at a time, alternating with heavy cream. Beat in the salt, coconut flavoring, and vanilla extract. Continue beating until mixture is smooth and spreadable. Add additional confectioners' sugar if necessary to thicken the frosting, or more cream to thin. Stir in the coconut. If desired, spoon toasted coconut evenly over frosted cake.",4.8,"Total Fat 11g 14%, Saturated Fat 7g 36%, Cholesterol 27mg 9%, Sodium 109mg 5%, Total Carbohydrate 28g 10%, Dietary Fiber 1g 2%, Total Sugars 27g, Protein 1g, Calcium 12mg 1%, Iron 0mg 1%, Potassium 37mg 1%","Prep Time: 15 mins, Total Time: 15 mins, Servings: 20, Yield: 5 1/2 cups",https://www.allrecipes.com/thmb/zIQ_g1v5kckOrxPBLP9EqGgABzw=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/397474-20486c67fcdf4ded957b026a1e995ced.jpg
166,Chocolate-Covered Strawberries,vegetarian,https://www.allrecipes.com/recipe/21712/chocolate-covered-strawberries/,15 mins,/Desserts/Fruit Desserts/Strawberry Dessert Recipes/,5 mins,20 mins,24,,"16 ounces milk chocolate chips, 2 tablespoons shortening,   toothpicks, 1 pound fresh strawberries with leaves","Melt chocolate and shortening in a double boiler, stirring occasionally until smooth.
Insert toothpicks into tops (stem ends) of strawberries. Hold a strawberry by the toothpick and dip it into the chocolate mixture.
Turn the strawberry upside down and insert the toothpick into a Styrofoam block or place strawberry on a sheet of waxed paper; allow chocolate coating to cool. Repeat with remaining strawberries.











Cathy Van de Moortele
",4.8,"Total Fat 7g 9%, Saturated Fat 4g 20%, Cholesterol 6mg 2%, Sodium 31mg 1%, Total Carbohydrate 13g 5%, Dietary Fiber 0g 1%, Total Sugars 11g, Protein 1g, Vitamin C 11mg 56%, Calcium 28mg 2%, Iron 0mg 1%, Potassium 29mg 1%","Prep Time: 15 mins, Cook Time: 5 mins, Total Time: 20 mins, Servings: 24",https://www.allrecipes.com/thmb/lDvx53UzcT_wBYLvXtpc22hOweA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/845742-chocolate-covered-strawberries-Cathy-Van-de-Moortele-1x1-1-582050714d4045a1b10e2fea756afa95.jpg
167,Fresh Raspberry Sauce,vegan,https://www.allrecipes.com/recipe/241308/fresh-raspberry-sauce/,5 mins,/Side Dish/Sauces and Condiments/Sauces/Dessert Sauce Recipes/,5 mins,55 mins,12,3 cups,"1 ½ pounds fresh raspberries, ¼ cup white sugar, 1 tablespoon water, or as needed (Optional), 2 teaspoons lemon juice, or more to taste","Combine raspberries, sugar, water, and lemon juice in a saucepan over medium heat; cook and stir until raspberries break down, sugar dissolves, and sauce is heated through, 3 to 7 minutes.
Press sauce through a fine-mesh strainer to remove seeds. Cool to room temperature; cover with plastic wrap and refrigerate until chilled, at least 45 minutes.









",4.8,"Total Fat 0g 0%, Total Carbohydrate 11g 4%, Dietary Fiber 4g 14%, Total Sugars 7g, Protein 1g, Vitamin C 15mg 73%, Calcium 13mg 1%, Iron 0mg 2%, Potassium 88mg 2%","Prep Time: 5 mins, Cook Time: 5 mins, Additional Time: 45 mins, Total Time: 55 mins, Servings: 12, Yield: 3 cups",https://www.allrecipes.com/thmb/19H4V5ToXC8NmcIWeg2nHq8kP8E=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2063248-f49cf357f5bf4b00be88795ec597ade1.jpg
168,Easy Strawberry Vinaigrette,vegan,https://www.allrecipes.com/recipe/238180/easy-strawberry-vinaigrette/,10 mins,/Side Dish/Sauces and Condiments/Salad Dressing Recipes/Vinaigrette Dressing Recipes/,,10 mins,7,,"8 ounces frozen strawberries, 2 tablespoons honey, 2 tablespoons apple cider vinegar, 2 tablespoons olive oil, ¼ teaspoon salt, ¼ teaspoon ground black pepper","Blend strawberries, honey, apple cider vinegar, olive oil, salt, and black pepper together in a blender until smooth.",4.8,"Total Fat 4g 5%, Saturated Fat 1g 3%, Sodium 71mg 3%, Total Carbohydrate 8g 3%, Dietary Fiber 1g 3%, Protein 0g, Vitamin C 13mg 66%, Calcium 6mg 0%, Iron 0mg 2%, Potassium 55mg 1%","Prep Time: 10 mins, Total Time: 10 mins, Servings: 7",https://www.allrecipes.com/thmb/0d6ET-3QEwdReu1nVhoq6kKbfF4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1945445-bea6d81a49ae463c9062288f78d292ed.jpg
169,Creamy Strawberry Crepes,vegetarian,https://www.allrecipes.com/recipe/143886/creamy-strawberry-crepes/,30 mins,/Breakfast and Brunch/Crepes/Sweet/,30 mins,1 hrs,6,12 filled crepes,"¾ cup all-purpose flour, ½ cup milk, ½ cup water, 3  eggs, 3 tablespoons butter, melted, ½ teaspoon salt, 1 ¼ cups sifted confectioners' sugar, 1 (8 ounce) package cream cheese, softened, 1 tablespoon lemon juice, 1 teaspoon lemon zest, ½ teaspoon vanilla extract, 1 cup heavy cream, whipped, 4 cups sliced strawberries","Place flour, milk, water, eggs, melted butter, and salt into a blender; blend until smooth and set aside.
Beat confectioners' sugar, cream cheese, lemon juice, lemon zest, and vanilla with an electric mixer in a large bowl until smooth. Gently fold in whipped cream.
Heat a lightly oiled griddle or non-stick skillet over medium heat.
Pour or scoop batter onto the griddle, using approximately 2 tablespoons for each crepe. Tip and rotate the pan to spread batter as thinly as possible. Flip over when batter is set and edges begin to brown. Continue cooking until bottom begins to brown. Stack finished crepes on a plate; cover with a damp towel.
Fill each crepe with 1/4 cup sliced strawberries and 1/3 cup cream cheese filling. Roll up and top with a dollop of cream cheese filling and more sliced strawberries.











Christine Johanson
",4.8,"Total Fat 37g 47%, Saturated Fat 22g 111%, Cholesterol 205mg 68%, Sodium 406mg 18%, Total Carbohydrate 49g 18%, Dietary Fiber 3g 9%, Total Sugars 32g, Protein 10g, Vitamin C 62mg 312%, Calcium 115mg 9%, Iron 2mg 12%, Potassium 319mg 7%","Prep Time: 30 mins, Cook Time: 30 mins, Total Time: 1 hrs, Servings: 6, Yield: 12 filled crepes",https://www.allrecipes.com/thmb/3zQFQdtmZMsRS3QJADaXEZCfNj0=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/7725389-creamy-strawberry-crepes-Christine-Johanson-1x1-1-775b425615bd408698fc3688b35ddf12.jpg
170,Blueberry Tea Cocktail,vegan,https://www.allrecipes.com/recipe/222557/blueberry-tea-cocktail/,5 mins,/Drinks Recipes/Cocktail Recipes/,,5 mins,1,,"1 fluid ounce amaretto liqueur, 1 fluid ounce orange liqueur (such as Grand Marnier®), 4 fluid ounces orange pekoe tea, or more to taste",Combine amaretto and orange liqueurs in a brandy snifter or glass. Pour in hot tea.,5,"Total Fat 0g 0%, Sodium 7mg 0%, Total Carbohydrate 27g 10%, Total Sugars 24g, Calcium 0mg 0%, Iron 0mg 1%, Potassium 53mg 1%","Prep Time: 5 mins, Total Time: 5 mins, Servings: 1",https://www.allrecipes.com/thmb/cGvNp5aZCAzVfKiM0UxJ5L22h3E=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1476401-c330ac76bd6e430b97dc27a8093ed21f.jpg
171,Cheesecake-Stuffed Strawberries,vegetarian,https://www.allrecipes.com/recipe/236459/cheesecake-stuffed-strawberries/,20 mins,/Appetizers and Snacks/Fruit/,,20 mins,20,,"1 (8 ounce) package cream cheese, softened, ½ cup confectioners' sugar, ½ teaspoon vanilla extract, 1 pint fresh strawberries, hulled and cored, 3  graham crackers, crushed, or as needed","Beat cream cheese, confectioners' sugar, and vanilla extract together in a bowl until smooth; spoon into a piping bag or a resealable bag with a corner snipped.
Fill cavities of cored strawberries with the cream cheese mixture. Dip-filled side of strawberries in the crushed graham crackers to coat.











Unknown
",4.9,"Total Fat 4g 5%, Saturated Fat 3g 13%, Cholesterol 12mg 4%, Sodium 40mg 2%, Total Carbohydrate 6g 2%, Dietary Fiber 0g 1%, Total Sugars 4g, Protein 1g, Vitamin C 11mg 53%, Calcium 12mg 1%, Iron 0mg 1%, Potassium 42mg 1%","Prep Time: 20 mins, Total Time: 20 mins, Servings: 20",https://www.allrecipes.com/thmb/HP74hKKVLs_rwxOZNzn1IHk5UXs=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/image-189-3cb43acf00c349e89ad91f71695232bc.jpg
